what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548553685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548556458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548562599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548563189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548620734
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780548623402
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780548625174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548629815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548635525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548642125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548643177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548649448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780548683502
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1780548683568
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780548684911
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780548685120
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780548686780
